"Wooly Bully"|"Sam The Sham & The Pharaohs"|1965|101|"2XkuSbp5say8nZW8g6156Z"|"05sRO4JdAtJGyZQOTb6kSL"|"3tpJtzZm4Urb0n2ITN5mwF"
"Jumpin Jack Flash"|"The Rolling Stones"|1968|3|"1ANGrkuyDlTrpgdhyZR5yY"|"22bE4uQ6baNwSHPVcDxLCe"|"5Q7oMv5dx9VinYxveFZNsn"
"Yellow Submarine"|"The Beatles"|1966|1|"50xwQXPtfNZFKFeZ0XePWc"|"3WrFJ7ztbogyGnTHbHJFl2"|"3PRoXYsngSwjEQWR5PsHWR"
"Crimson & Clover"|"Tommy James & the Shondells"|1969|101|"1vXuYPpkLjn1v06E2EsWQY"|"01hRNr3yF5bYnPq4wZ88iI"|"0OuQjb89LiXrs0AiWb6zRZ"
"Paint it Black"|"The Rolling Stones"|1966|3|"63T7DJ1AFDD6Bn8VzG6JE8"|"22bE4uQ6baNwSHPVcDxLCe"|"72qrnM4yUNMDDlWiqKc8iY"
"Youve Lost That Lovin Feelin"|"The Righteous Brothers"|1964|101|"6AeyHqzNHJthYJbn0tvJ4b"|"4b0WsB47XCa9F83BmwQ7WX"|"28FEznublcKslK88ehRrfy"
"The Sounds of Silence"|"Simon & Garfunkel"|1966|101|"3CepTOU9Y7FezTt0CF3lCw"|"70cRZdQywnSFp9pnc2WTCE"|"4Em5W5HgYEvhpc2elrpKES"
"Speedy Gonzales"|"Pat Boone"|1962|101|"3TmnUIbelFiDzrhZqavHU0"|"7fmKtIgmxqNEKjATioVNsu"|"4UfDMjg8GFc3RZx5KILDlZ"
"Marina"|"Rocco Granata"|1960|101|"53sXMlEzSAL5HYl211Wuu6"|"2VhQDTCxA5WBYclo7t7UcI"|"0zKZHJktrgqfRctgnt9XX5"
"The Ballad of John & Yoko"|"The Beatles"|1969|1|"1F7s27lLKshLPt9TPCgMDL"|"3WrFJ7ztbogyGnTHbHJFl2"|"7vEJAtP3KgKSpOHVgwm3Eh"
"Come Together"|"The Beatles"|1969|1|"2EqlS6tkEnglzr7tkKAAYD"|"3WrFJ7ztbogyGnTHbHJFl2"|"0ETFjACtuP2ADo6LFhL6HN"
" the Dock of the Bay"|"Otis Redding"|1968|101|"3zBhihYUHBmGd2bcQIobrF"|"60df5JBRRPcnSpsIMxxwQm"|"03HMOcANauhLD0WNrMkmLU"
"Surrender"|"Elvis Presley"|1961|2|"366wRPrx2airjcCRkxgoS2"|"43ZHCT0cAZBISjO8DG9PnE"|"5Iec810oL6PorbyBVjLnmD"
"Aquarius/Let The Sunshine In"|"Fifth Dimension"|1969|101|"0HZlND4giwzgolBpaNIRGV"|"1UUYAQ9LiRsZF0ZukQNWXM"|"1kVipwgtVNAaHM7Py341Ch"
"San Francisco "|"Scott McKenzie"|1967|101|"77qBwefBIdzymXNCuAI8YX"|"7d7AZ3CQC457bFhK0wHpSO"|"58TeEraOu8GyAFSUwF4fQZ"
"Daydream Believer"|"The Monkees"|1967|7|"7uEcCGtM1FBBGIhPozhJjv"|"320EPCSEezHt1rtbfwH6Ck"|"2Ov6zb7NfgDh3EXSIIWrb2"
"Cathys Clown"|"The Everly Brothers"|1960|101|"1MA9StLzlFftLbuqOmoWij"|"4ACplpEqD6JIVgKrafauzs"|"3wWjXsqngYcPmd4hQzjNAD"
"Runaway"|"Del Shannon"|1961|101|"45Szkclj1lt4ubm7RFK68t"|"3c8WoNjBfyLJhFObE6RHgs"|"6dWi04y7CwB5M0XvzAewKT"
"Monday Monday"|"The Mamas & The Papas"|1966|101|"3EFb1qDgIqf9MegIryKtDj"|"1bs7HoMkSyQwcobCpE9KpN"|"76oMr4Y2pOtcrvZLc2ZikF"
"Mr Tambourine Man"|"The Byrds"|1965|101|"2HCaIYjkvWSZzaSKUoOh3d"|"1PCZpxHJz7WAMF8EEq8bfc"|"0pkrqPjeq9K5KD0hFqAKNa"
"Cant Buy Me Love"|"The Beatles"|1964|1|"3SdingSsFcZDZAyvcJbgAw"|"3WrFJ7ztbogyGnTHbHJFl2"|"6wCttLq0ADzkPgtRnUihLV"
"If I Had a Hammer"|"Trini Lopez"|1963|101|"2dAsVQi6Z1KP9Y0Ccb4fPI"|"5FlTKgucbhHvlJVf0pnvOv"|"5i7EeqJNoEIpTPcG1Elm5s"
"Ticket to Ride"|"The Beatles"|1965|1|"7CZiDzGVjUssMSOXrDNYHL"|"3WrFJ7ztbogyGnTHbHJFl2"|"0PT5m6hwPRrpBwIHVnvbFX"
"Telstar"|"The Tornados"|1962|101|"2rtaHm5SkgFzVa5Gr8oTW6"|"3SblTU11ZKURsHhWGwPpt9"|"75gluO7f8LULnkoHouCwqe"
"Return to Sender"|"Elvis Presley"|1962|2|"3uwIoa2emQILz6BmH6MtiW"|"43ZHCT0cAZBISjO8DG9PnE"|"6wH0jlf2q1yCprUO5XWSdz"
"I Heard it Through the Grapevine"|"Marvin Gaye"|1968|101|"1tqT6DhmsrtQgyCKUwotiw"|"3koiLjNrgRTNbOwViDipeA"|"36VMWZPLjg9rucvMxdA2Pz"
"In the Ghetto"|"Elvis Presley"|1969|2|"7KWoeBqSdZHEloYKVxssfG"|"43ZHCT0cAZBISjO8DG9PnE"|"3ekkFrfotMsEAKc5g71GHk"
"The Letter"|"The Box Tops"|1967|101|"6RJK553YhstRzyKA4mug09"|"3KGQvnOoqUHi3KxKQMZtXr"|"08mPxuP35Db56jUUgRvGFs"
" Devil in Disguise"|"Elvis Presley"|1963|2|"0D1pEisM3QkiacGXJe5dmd"|"43ZHCT0cAZBISjO8DG9PnE"|"0QVoYzGd1p8Z3ohEaM0lsc"
"Judy in Disguise "|"John Fred & The Playboy Band"|1968|101|"1wHNU3heylU15FpkJvdxuV"|"2woGum3OHHSQl0YK54jQKL"|"1Z9pWzuS7WaWjJK0MOpFDy"
"Proud Mary"|"Creedence Clearwater Revival"|1969|101|"2EZc13S7YRi6bTS3SKteRN"|"3IYUhFvPQItj6xySrBmZkd"|"7F76o5x7W6dgfmgcVDeBH0"
"Honey"|"Bobby Goldsboro"|1968|101|"2Qhvi6R73Zj3cpzRYzcAww"|"5gPEo032lzARtzuVqJIm9o"|"2AKHoOuDzuJ6d75eaDzZmP"
"Light My Fire"|"The Doors"|1967|101|"5uvosCdMlFdTXhoazkTI5R"|"22WZ7M8sxp5THdruNY3gXt"|"1jWmEhn3ggaL6isoyLfwBn"
"Cant Help Falling in Love"|"Elvis Presley"|1962|2|"44AyOl4qVkzS48vBsbNXaC"|"43ZHCT0cAZBISjO8DG9PnE"|"7l9do5f9JImsJGdMtL1Hr7"
"Lady Madonna"|"The Beatles"|1968|1|"1raiIrqaqRAqZmQWZlLuBd"|"3WrFJ7ztbogyGnTHbHJFl2"|"7vEJAtP3KgKSpOHVgwm3Eh"
"Somethin Stupid"|"Nancy Sinatra & Frank Sinatra"|1967|101|"7pNS1byiaCjWgBuQ2Q0Xmx"|"1Mxqyy3pSjf8kZZL4QVxS0,3IZrrNonYELubLPJmqOci2"|"2n65yLqrvnYlPdaRjwYcxO"
"Save the Last Dance For Me"|"The Drifters"|1960|101|"391TUcoPonqYykPkSZ5Z9U"|"1FqqOl9itIUpXr4jZPIVoT"|"6sWL3HHXGkqlST0rfWXvBU"
"Something"|"The Beatles"|1969|1|"0pNeVovbiZHkulpGeOx1Gj"|"3WrFJ7ztbogyGnTHbHJFl2"|"0ETFjACtuP2ADo6LFhL6HN"
"Where Did Our Love Go"|"The Supremes"|1964|101|"5uES1C2NgkdrNHiCwf9jRr"|"57bUPid8xztkieZfS7OlEV"|"05pI1Rx1HQ4KA0a0e3PJlV"
"Good Luck Charm"|"Elvis Presley"|1962|2|"19gotedXtqeE8dWju6WURW"|"43ZHCT0cAZBISjO8DG9PnE"|"5Iec810oL6PorbyBVjLnmD"
"Winchester Cathedral"|"New Vaudeville Band"|1966|101|"3Q51jQuzjEDMTyFX4pT2dK"|"4UD9XOagGdElo7BpVzLltZ"|"2rQF2EUdMIWql33I4YJMcN"
"Hey Paula"|"Paul & Paula"|1963|101|"6MpCxTJNdkHIpvQRuID8zU"|"2pycVt1qR9u8bKdb4oLI98"|"4o3sNKvKE9yfyhMVm6oSg3"
"Be My Baby"|"The Ronettes"|1963|101|"2G2YzndIA6jeWFPBXhUjh5"|"7CyeXFnOrfC1N6z4naIpgo"|"3vLFWR3fLqfY82WGvaLuyV"
"My Girl"|"The Temptations"|1965|101|"745H5CctFr12Mo7cqa1BMH"|"3RwQ26hR2tJtA8F9p2n7jG"|"45tweuKI0zdh8zgKo05cTw"
"Reach Out "|"The Four Tops"|1966|101|"6Pkj4nv5K53i64cLVgkVyY"|"7fIvjotigTGWqjIz6EP1i4"|"4Jw0RycAqlXeAoymbc0CYp"
"Dizzy"|"Tommy Roe"|1969|101|"5LvIl1VHaqtCJJXwrB8QR9"|"7t4XHvWfj0XtEB8SNFeALw"|"6eV7zSl70eSrLqFsJoQFlq"
"Strawberry Fields Forever"|"The Beatles"|1967|1|"3Am0IbOxmvlSXro7N5iSfZ"|"3WrFJ7ztbogyGnTHbHJFl2"|"2BtE7qm1qzM80p9vLSiXkj"
"Delilah"|"Tom Jones"|1968|101|"2v8B8d17Xxu9uLU5sNiHSL"|"1T0wRBO0CK0vK8ouUMqEl5"|"0CMD71ge42KYLaPZVor3bp"
"Hello Dolly"|"Louis Armstrong"|1964|101|"63kd4m3VFxcJjPVVtbVNAu"|"19eLuQmk9aCobbVDHc6eek"|"213k6pbTGOHxlMpz5lb7zC"
"Eloise"|"Barry Ryan"|1968|101|"1svB1gR5yFsNgoBxRevt3n"|"5JJxBX97vBHW7KMsBqIJre"|"6C5rraLFlxDlN9c7uyWqB4"
"The Loco-Motion"|"Little Eva"|1962|101|"1hClDWPgajpLIFjLOkFuau"|"4S76LQXJD6N2uPcLhKejG8"|"6zur7suYuG3M6dFXxUbGE9"
"Like a Rolling Stone"|"Bob Dylan"|1965|5|"3AhXZa8sUQht0UEdBJgpGc"|"74ASZWbe4lXaubB36ztrGX"|"6YabPKtZAjxwyWbuO9p4ZD"
"Oh Happy Day"|"Edwin Hawkins Singers"|1969|101|"34yIb7hw5SuR80au1BHTtt"|"0lEzfSVcNRLDUKdI7fBDD3"|"4ZIuHLkXVaiAcEaMWzTKcF"
"Louie Louie"|"Kingsmen"|1963|101|"0iA3xXSkSCiJywKyo1UKjQ"|"2iIn8H3l2NNBNHFpYKWbfo"|"2SMBIc9VqCmLvWAd9srlSx"
"Respect"|"Aretha Franklin"|1967|101|"7s25THrKz86DM225dOYwnr"|"7nwUJBm0HE4ZxD3f5cy5ok"|"5WndWfzGwCkHzAbQXVkg2V"
"Lets Dance"|"Chris Montez"|1962|101|"2Qm5DrmotzWvqNM3JlcQYo"|"0QRgfCLzSR9GyCjXboWQTA"|"77KLEElnsx9lRInnzCqMBW"
"When a Man Loves a Woman"|"Percy Sledge"|1966|101|"51FpzuGkRYXFgsE2zXt9av"|"3rRmDmzPcAFwcUDvG5gBqO"|"0lj5tDBUt1i1b1Llobu23M"
"Blue Moon"|"The Marcels"|1961|101|"0pnfT3OLqlnIvO0uMYgCfM"|"1JQYskbOoudT9cylam24a3"|"5B6Ij5KwgUKJYzCQoc2qor"
"Hello Mary Lou"|"Ricky Nelson"|1961|101|"6ImmlZj8ysK2jDnqqbKp60"|"73sSFVlM6pkweLXE8qw1OS"|"0eWkaY2z2iBw1t7M8eHKQe"
"We Can Work it Out"|"The Beatles"|1966|1|"1hTUFqJuQAMjXVGwUPWDqi"|"3WrFJ7ztbogyGnTHbHJFl2"|"7vEJAtP3KgKSpOHVgwm3Eh"
"Bad Moon Rising"|"Creedence Clearwater Revival"|1969|101|"20OFwXhEXf12DzwXmaV7fj"|"3IYUhFvPQItj6xySrBmZkd"|"0i9mOB6mPGqwVvtJEXiwPG"
" Wonderful World"|"Louis Armstrong"|1968|101|"29U7stRjqHU6rMiS8BfaI9"|"19eLuQmk9aCobbVDHc6eek"|"6mmv0gwumlFGWDGJXF4yEv"
"Wonderful World"|"Sam Cooke"|1960|101|"5SKXlfKfhNUyJ3GkpI0ELJ"|"6hnWRPzGGKiapVX1UCdEAC"|"6iZDqkbQcU4sCwy1271iQr"
"Stranger On the Shore"|"Mr Acker Bilk"|1962|101|"6sZ8qBd2dO4QQq6B6FqVPn"|"5bdgb81IJMXag724quaNSA"|"6lX6EV1BJAoRwR3p6u7mS5"
"Only The Lonely "|"Roy Orbison"|1960|101|"0PkBTqRtN25z3oKasWoKlj"|"0JDkhL4rjiPNEp92jAgJnS"|"5txtL5NwxbzS5ENtNEWGpS"
